Pos,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
1653.0,Drake - Ratchet Happy Birthday||../track/16x6tqeSkIjoLEf7SJLlYy.html,2.0,,46.0,,"12,370,043","17,051,178"
1654.0,Gryffin - Whole Heart||../track/4Z1t1aMRif8ES212kTN8H2.html,7.0,,148.0,,"2,638,404","16,931,771"
1655.0,Shawn Mendes - Where Were You In The Morning?||../track/51wrmElSLxFzc0vSQPeTxs.html,3.0,,66.0,,"7,393,076","16,927,463"
1656.0,Cardi B - Ring||../track/5DfWF0jqMgZDCiu9zJENTA.html,3.0,,77.0,,"7,213,273","16,914,554"
1657.0,XXXTENTACION - infinity (888)||../track/7J2gyNghNTzl4EsLhXp01Q.html,3.0,,61.0,,"8,039,353","16,861,462"
1658.0,Rihanna - Desperado||../track/6KFaHC9G178beAp7P0Vi5S.html,7.0,,95.0,,"2,925,928","16,836,406"
1659.0,The Weeknd - All I Know||../track/0NWqNXBJTpXbkI5rPWNy3p.html,3.0,,40.0,,"7,994,948","16,780,138"
1660.0,Astrid S - Think Before I Talk||../track/0Clb9aiXWa0dvVff5aN4VN.html,5.0,,178.0,,"3,434,233","16,748,893"
1661.0,One Direction - Love You Goodbye||../track/1ZWLWVqeEMWMKTlteS0yLH.html,5.0,,36.0,,"6,524,574","16,716,663"
1662.0,P!nk - Just Give Me a Reason||../track/1mKXFLRA179hdOWQBwUk9e.html,16.0,,40.0,,"1,284,202","16,692,943"
1663.0,Julia Michaels - Jump||../track/2OvV4NjEBRE9v8Oo7QeUCq.html,4.0,,146.0,,"4,485,586","16,687,743"
1664.0,Travis Scott - NC-17||../track/6BJbOXDlgVAXSaq6wYFYT2.html,2.0,,41.0,,"12,034,748","16,685,659"
1665.0,Eminem - Nice Guy||../track/09FfQO3PqHO4HIJL511Ksi.html,2.0,,44.0,,"11,342,755","16,672,906"
1666.0,Romeo Santos - Imitadora||../track/6r46lnXFbE9fr2d3KNaGbe.html,5.0,,154.0,,"3,682,558","16,665,679"
1667.0,Shakin' Stevens - Merry Christmas Everyone - Single Version - Re-mastered 2004||../track/2DVmysS5JXqtrNyL5buBR0.html,5.0,,82.0,,"5,003,402","16,632,980"
1668.0,XXXTENTACION - Save Me||../track/2UwbhMie1EAYuTZ0QXeMwl.html,4.0,,94.0,,"5,817,192","16,593,522"
1669.0,Thomas Rhett - Die A Happy Man||../track/5kNe7PE09d6Kvw5pAsx23n.html,8.0,,100.0,,"2,421,073","16,552,965"
1670.0,Mustard - Pure Water||../track/63cd4JkwGgYJrbOizbfmsp.html,3.0,,93.0,,"6,829,789","16,549,745"
1671.0,Sabrina Carpenter - Alien||../track/0RUTnY2B3s05fZuCHsNaUP.html,4.0,,158.0,,"4,463,203","16,466,009"
1672.0,Khea - Loca Remix||../track/2CRbiMK0W14l71SpDKqKZM.html,4.0,,146.0,,"4,535,647","16,442,779"
1673.0,Little Mix - No More Sad Songs||../track/5ZnJsoJGkQ5K15W7Rcr5JO.html,5.0,,171.0,,"3,504,054","16,439,949"
1674.0,Drake - Fire & Desire||../track/4bEGp4AapA0B3Q5PpnSq3K.html,6.0,,86.0,,"3,825,947","16,423,989"
1675.0,Rihanna - Consideration||../track/2Gxna051PLTjjQVWTOP67D.html,7.0,,98.0,,"2,899,991","16,417,341"
1676.0,Fetty Wap - 679||../track/0w3Q3VFdrYzo24QUIGnBNy.html,9.0,,118.0,,"2,114,136","16,349,433"
1677.0,Future - Mask Off - Remix||../track/6DB2KOEwHnjkgEnBt5SdeJ.html,3.0,,74.0,,"6,621,223","16,339,123"
1678.0,Prince Royce - El Clavo||../track/0LKErfBZ5FbBiLB4OcZRbL.html,4.0,,148.0,,"4,485,498","16,310,943"
1679.0,Twenty One Pilots - Nico And The Niners||../track/6ZIuit0z4eQg77F1RGkp0L.html,3.0,,79.0,,"6,899,889","16,304,306"
1680.0,BLACKPINK - DDU-DU DDU-DU||../track/7b8YOVV5quZcSKEijDgyWB.html,2.0,,47.0,,"9,349,579","16,216,437"
1681.0,Nicki Minaj - No Frauds||../track/0WtVtCK5SEFvyyA5V8D9CI.html,3.0,,62.0,,"7,656,858","16,202,010"
1682.0,Post Malone - Jonestown (Interlude)||../track/0R6Jlsq25eZB3Wftpxi3oF.html,2.0,,49.0,,"11,226,977","16,196,878"
1683.0,Calvin Harris - We Found Love||../track/0385HqYimoTQaHZP17KwG1.html,14.0,,151.0,,"1,542,972","16,192,788"
1684.0,Justin Bieber - Get Used To It||../track/4AMnUGvZUVJgDuY7rOPzUZ.html,5.0,,53.0,,"5,085,456","16,090,097"
1685.0,The Weeknd - Attention||../track/6pDVjCUA3B1vg9waKutAsv.html,3.0,,49.0,,"7,509,420","16,073,380"
1686.0,Adele - Set Fire to the Rain||../track/3CKCZ9pfwAfoMZlMncA1Nc.html,8.0,,113.0,,"2,345,531","16,056,838"
1687.0,Vince Staples - Opps||../track/7bUcBztfGqO7cSI2gMZeCI.html,3.0,,76.0,,"6,817,930","16,030,339"
1688.0,J. Cole - Change||../track/3pjUyVbFmM96tYhSaKJwTt.html,2.0,,25.0,,"11,446,196","15,966,506"
1689.0,Quavo - PASS OUT||../track/3edzl4zvKFi0D3iuF6cs2f.html,2.0,,37.0,,"10,881,651","15,965,165"
1690.0,Drake - U With Me?||../track/4MSjMv3kpbLEeyGfIh52qH.html,5.0,,69.0,,"4,833,246","15,960,883"
1691.0,Travis Scott - WHO? WHAT!||../track/4KYS9GK68yeuUJ8vJfPxrq.html,2.0,,46.0,,"11,340,465","15,957,134"
1692.0,Justin Bieber - We Are||../track/1m6FkAtWVloxIRHKl7pBDP.html,5.0,,56.0,,"5,052,626","15,953,678"
1693.0,J. Cole - Window Pain - Outro||../track/5Lgqu1th1KqlG97OF2gWGe.html,2.0,,45.0,,"11,602,946","15,930,861"
1694.0,Travis Scott - SKELETONS||../track/6NMtzpDQBTOfJwMzgMX0zl.html,2.0,,43.0,,"11,747,130","15,918,390"
1695.0,Chris Brown - New Flame||../track/3nw9J97nUugT84SIJdjhAV.html,13.0,,94.0,,"1,673,577","15,857,850"
1696.0,One Direction - What a Feeling||../track/0iSWAT0EL8TwmzcgBjKMh6.html,5.0,,37.0,,"6,472,838","15,853,276"
1697.0,Colbie Caillat - Try||../track/7rWq6WfZNwilZgRvZUw6CQ.html,13.0,,100.0,,"1,480,152","15,833,078"
1698.0,NOTD - So Close||../track/7FjZU7XFs7P9jHI9Z0yRhK.html,3.0,,136.0,,"5,706,275","15,756,598"
1699.0,Bonez MC - Kokain||../track/4Bj3usjRTckEJARO0dLbDf.html,3.0,,91.0,,"6,492,645","15,681,347"
1700.0,Daddy Yankee - Sígueme Y Te Sigo||../track/1ClQpnPU9M6mQpXGvhGPvQ.html,15.0,,171.0,,"1,567,214","15,582,379"
1701.0,Eminem - Em Calls Paul - Skit||../track/6B3zy3LOKHndqsviCr2z15.html,2.0,,45.0,,"11,199,609","15,551,002"
1702.0,Kanye West - FML||../track/34kRg5EbCB3r20QXZbnGeY.html,5.0,,59.0,,"4,604,314","15,541,491"
1703.0,Travis Scott - ASTROTHUNDER||../track/4MXhiYIRDMGAuvZc5IFTwC.html,2.0,,47.0,,"11,169,732","15,486,848"
1704.0,The Weeknd - Stargirl Interlude||../track/4EDijkJdHBZZ0GwJ12iTAj.html,3.0,,42.0,,"7,870,245","15,484,099"
1705.0,Mike Perry - Inside the Lines||../track/3qaYuV5XZAwiOvGE91HhwS.html,6.0,,145.0,,"2,857,771","15,476,953"
1706.0,Ghost Town DJs - My Boo - Hitman's Club Mix||../track/4c0rkFPszqQTyC753tsCMU.html,6.0,,110.0,,"2,913,184","15,433,697"
1707.0,Maite Perroni - Loca||../track/05ZXXyeZFhZtA6DAP3Aw7x.html,5.0,,186.0,,"3,100,654","15,404,365"
1708.0,RedOne - Don't You Need Somebody||../track/1TPUbLdzpfgF7wrPEXIAAB.html,7.0,,164.0,,"2,290,946","15,403,752"
1709.0,Beyoncé - XO||../track/04cxAqa9ZgLwvEskosNVsB.html,10.0,,34.0,,"1,914,219","15,343,891"
1710.0,Dj Kass - Scooby Doo Pa Pa||../track/1xndOD8CreR5ctkOv5G1LN.html,3.0,,117.0,,"5,461,917","15,329,711"
1711.0,KIDS SEE GHOSTS - 4th Dimension||../track/6JyEh4kl9DLwmSAoNDRn5b.html,2.0,,40.0,,"10,673,015","15,317,236"
1712.0,The Weeknd - Love To Lay||../track/27BgDmciSjoxTG0almHTpZ.html,3.0,,48.0,,"7,511,603","15,304,234"
1713.0,Rich Gang - Lifestyle||../track/7DTlsMOQjGysXHpwwpHuPl.html,12.0,,104.0,,"1,458,987","15,275,198"
1714.0,The Weeknd - Nothing Without You||../track/57qiTKh8bVX0VtfUNTQqhw.html,3.0,,45.0,,"7,607,452","15,253,033"
1715.0,Gabriel Diniz - Jenifer||../track/5ixqGGFu0hdHfErdp32QwT.html,3.0,,106.0,,"6,196,720","15,225,757"
1716.0,Anita Kerr Singers - Jingle Bell Rock||../track/4IdXngKo4g5exqZ0fQTecu.html,3.0,,88.0,,"6,194,483","15,205,861"
1717.0,Lil Pump - Drug Addicts||../track/6tpHfEM8eaETzlPOARYWfZ.html,3.0,,102.0,,"5,938,164","15,205,734"
1718.0,Lauv - Easy Love||../track/2ZE3DJuizYTad2S4CvRRhK.html,4.0,,136.0,,"4,189,508","15,194,738"
1719.0,Martin Tungevaag - Samsara 2015||../track/5tZeGPDLhJqxJES1RL5RTb.html,11.0,,105.0,,"1,804,794","15,189,671"
1720.0,Afrojack - SummerThing!||../track/13uW9hmN28qYQqoPykMB5d.html,10.0,,114.0,,"1,918,482","15,127,973"
1721.0,Russ - What They Want||../track/3aWhZ1zeqy1kdjXiyMh22T.html,6.0,,152.0,,"2,755,600","15,123,744"
1722.0,KIDS SEE GHOSTS - Feel The Love||../track/3aUFrxO1B8EW63QchEl3wX.html,2.0,,39.0,,"10,791,284","15,110,834"
1723.0,J. Cole - For Whom The Bell Tolls||../track/3MWlVSkoLS1e66nlZ2tuWJ.html,2.0,,26.0,,"11,244,979","15,103,170"
1724.0,Sigala - Give Me Your Love||../track/4CWZOyb9YHIH06yfsvY6k1.html,7.0,,175.0,,"2,264,937","15,002,047"
1725.0,Drake - Final Fantasy||../track/7ijJ5crvsnCvCLJbHpyq3j.html,2.0,,55.0,,"10,460,366","14,951,150"
1726.0,David Guetta - What I Did For Love||../track/1YRjRHdl0aEtzHEn1uGi8k.html,11.0,,117.0,,"1,748,972","14,934,853"
1727.0,Nicki Minaj - Barbie Tingz||../track/2qsQ8eVDPmobZpvDxQCVQu.html,2.0,,45.0,,"9,712,770","14,902,272"
1728.0,Kane Brown - What Ifs||../track/7zVCrzzEJU7u24sbJPXA5W.html,4.0,,146.0,,"4,028,775","14,896,115"
1729.0,Drake - March 14||../track/40IiSjljbAhrSbdJ3HxSfH.html,2.0,,54.0,,"10,659,186","14,876,145"
1730.0,Fall Out Boy - The Last Of The Real Ones||../track/7cQMJ0wDqVS5iM0JIvP6Ay.html,4.0,,143.0,,"4,068,904","14,861,124"
1731.0,The Weeknd - Ordinary Life||../track/15k2nBQJ0teDmPZHrOXL2N.html,3.0,,55.0,,"6,907,408","14,808,391"
1732.0,Ariana Grande - R.E.M||../track/1xWH8zYtDeS9mW1JJG23VZ.html,2.0,,45.0,,"9,833,151","14,786,362"
1733.0,Otto Knows - Dying for You||../track/59A6lBd9QmcD8rQTZPj1xD.html,8.0,,163.0,,"1,941,014","14,783,665"
1734.0,Travis Scott - HOUSTONFORNICATION||../track/58TaFP5j5i9swOf584yon2.html,2.0,,52.0,,"10,300,311","14,741,926"
1735.0,6ix9ine - GOTTI||../track/27oFpFktCq9JIXjJQRuv7a.html,3.0,,124.0,,"5,475,883","14,657,835"
1736.0,Milky Chance - Cocoon||../track/2v06ZOVTUrUoBNKOCqS22m.html,5.0,,165.0,,"3,050,170","14,608,663"
1737.0,Capital Bra - Neymar||../track/7ecGSqT8Ulbzhs5QwgWGVN.html,3.0,,122.0,,"5,484,425","14,596,587"
1738.0,Sia - Helium||../track/5fc6rQgAKiLutfUYWQ6QnJ.html,4.0,,138.0,,"4,013,649","14,553,531"
1739.0,James Arthur - Empty Space||../track/1uru26I2JKd2mQZt0MDCUe.html,3.0,,144.0,,"5,072,633","14,496,255"
1740.0,YBN Nahmir - Rubbin Off The Paint||../track/1QRJb5VY3sIkCKcTuIKCrk.html,4.0,,173.0,,"3,983,619","14,479,494"
1741.0,J. Cole - She's Mine Pt. 1||../track/0HtOJj7Kl74s1Ngf3MWeif.html,2.0,,29.0,,"10,553,761","14,347,606"
1742.0,Young Thug - Sin||../track/1Jl21sidRpEdlVBvYbssLx.html,3.0,,138.0,,"5,310,991","14,344,950"
1743.0,Charli XCX - Boys||../track/5o4yGlG0PfeVUa6ClIyOxq.html,4.0,,113.0,,"4,286,210","14,343,241"
1744.0,R3HAB - I Just Can't||../track/3gfmFoJgmn9LiIj5mV8oSS.html,4.0,,160.0,,"3,744,346","14,324,209"
1745.0,J. Cole - Ville Mentality||../track/2z3joGXrdGL2iEjIKQTiN1.html,2.0,,30.0,,"10,551,766","14,301,738"
1746.0,The Weeknd - Prisoner||../track/2PUQu6RlN3DDJOoJ26JW8u.html,6.0,,57.0,,"3,965,471","14,236,903"
1747.0,Ariana Grande - the light is coming||../track/0sdbFOyfgAhAhWq8DpzkaW.html,2.0,,65.0,,"7,608,335","14,228,291"
1748.0,Iggy Azalea - Beg For It||../track/7MQREx2p9bXdqm8WTGVkGI.html,10.0,,103.0,,"1,696,530","14,053,479"
1749.0,One Direction - If I Could Fly||../track/5CRVwXGikmqzoRO6q7FeAg.html,4.0,,40.0,,"6,299,535","14,027,096"
1750.0,Meghan Trainor - No Good For You||../track/5lOK3NCvbvgK6cohyTTQ4Z.html,7.0,,73.0,,"2,524,721","14,022,729"
1751.0,Coldplay - Fix You||../track/7LVHVU3tWfcxj5aiPFEW4Q.html,14.0,,165.0,,"1,815,481","13,983,693"
1752.0,Tony Bennett - Winter Wonderland||../track/4ricyQVd20UQde1jpXCSuJ.html,2.0,,78.0,,"8,886,709","13,938,686"
1753.0,Justin Bieber - Trust||../track/00IH8ZjI9ZGB51WRX1Oesj.html,5.0,,68.0,,"4,460,408","13,930,831"
1754.0,Marshmello - Project Dreams||../track/0PowxVSTY2uh1CPc8EPKyX.html,3.0,,153.0,,"4,870,852","13,922,154"
1755.0,Panic! At The Disco - Say Amen (Saturday Night)||../track/4qSsjDGXplb6422X2INvFW.html,3.0,,109.0,,"5,428,071","13,912,659"
1756.0,NEIKED - Sexual||../track/24n5tZm9XnaoNAkcW5NC5B.html,6.0,,137.0,,"2,642,120","13,813,585"
1757.0,ZAYN - iT's YoU||../track/1dB3Hsi3LfViWtqE8Sj8pr.html,5.0,,57.0,,"3,956,703","13,767,631"
1758.0,Gwen Stefani - Baby Don't Lie||../track/5t54WbqXtMwT5yF1nQSuKz.html,8.0,,69.0,,"2,303,205","13,766,372"
1759.0,One Direction - Olivia||../track/5dONhl6aXFuN86UBdayF6W.html,4.0,,41.0,,"6,190,940","13,759,487"
1760.0,Alan Walker - The Spectre||../track/2DGa7iaidT5s0qnINlwMjJ.html,4.0,,177.0,,"3,560,748","13,709,297"
1761.0,Lady Gaga - I'll Never Love Again - Film Version||../track/3DKpA54hrFIdPN6AtL9HXa.html,3.0,,156.0,,"4,623,771","13,697,858"
1762.0,Migos - BBO (Bad Bitches Only)||../track/4BHzHISX21PYwGXiBEUQ70.html,2.0,,55.0,,"9,035,628","13,658,025"
1763.0,Enrique Iglesias - Bailando - English Version||../track/3Y9xtYyVyF13po6xePV5Cp.html,10.0,,48.0,,"2,759,435","13,582,519"
1764.0,Sigala - Say You Do||../track/0yH3S4xetaaby9moapVy7K.html,6.0,,136.0,,"2,455,745","13,580,849"
1765.0,Rita Ora - Body on Me||../track/3qRHCvn70YpVFFkx3lrAYf.html,7.0,,96.0,,"2,284,158","13,572,893"
1766.0,Ariana Grande - goodnight n go||../track/14kYOiFVPb7E7NfFbqhdln.html,2.0,,51.0,,"8,917,678","13,549,672"
1767.0,Piso 21 - Puntos Suspensivos||../track/04cd1MHVq1D8v1nuTZoCdv.html,3.0,,151.0,,"4,882,283","13,544,517"
1768.0,Tungevaag & Raaban - Russian Roulette||../track/1vu8zEpTfoxLtpRFyRMEFn.html,7.0,,134.0,,"2,111,951","13,532,760"
1769.0,Tyga - Dip||../track/4hXDobvUaXyDFLnmecoY0z.html,3.0,,158.0,,"4,815,465","13,483,765"
1770.0,Lady Gaga - Do What U Want||../track/4MJlgdrGLaayCTPtdn0kII.html,8.0,,17.0,,"2,305,485","13,456,034"
1771.0,Queen - We Are The Champions - Remastered 2011||../track/1lCRw5FEZ1gPDNPzy1K4zW.html,3.0,,168.0,,"4,598,514","13,433,114"
1772.0,Marlon Roudette - When The Beat Drops Out||../track/5aJhuze13LOoLthmiG8YIA.html,8.0,,79.0,,"2,685,472","13,421,590"
1773.0,NF - Lie||../track/07FkzikE6FuHIa8Ma7zJGc.html,3.0,,132.0,,"4,806,415","13,416,937"
1774.0,OMI - Cheerleader - Felix Jaehn vs Salaam Remi Remix||../track/73mE3nfR4jSuJMGHmcGOlp.html,2.0,,25.0,,"6,756,105","13,410,315"
1775.0,Frank Ocean - Chanel||../track/6Nle9hKrkL1wQpwNfEkxjh.html,3.0,,93.0,,"5,350,115","13,389,672"
1776.0,Alesso - Cool||../track/6Ua9Ylv2V1BXtjAaa3MPDs.html,14.0,,108.0,,"1,938,099","13,360,268"
1777.0,Conrad Sewell - Hold Me Up||../track/6TNN9i2o484cOTck3KUARi.html,7.0,,114.0,,"2,178,160","13,348,820"
1778.0,Lorde - Liability||../track/0xBsZrUrsZcCCrpxryZDHc.html,3.0,,94.0,,"5,321,334","13,338,839"
1779.0,Lorde - Perfect Places||../track/1wC93sZRGcTgKLN2UWRSwW.html,3.0,,93.0,,"5,382,751","13,337,000"
1780.0,Queen - Crazy Little Thing Called Love - Remastered 2011||../track/6xdLJrVj4vIXwhuG8TMopk.html,3.0,,162.0,,"4,836,688","13,306,774"
1781.0,Martin Solveig - Do It Right||../track/767AsV1cQwmOU4PJG96MzO.html,6.0,,153.0,,"2,461,887","13,290,618"
1782.0,Julia Michaels - Uh Huh||../track/0ZExP2I5Ej92PsnG4G1jVG.html,4.0,,146.0,,"3,933,773","13,278,689"
1783.0,Huncho Jack - Dubai Shit||../track/6urLjX35oXXRYtcH1b3dCh.html,3.0,,105.0,,"5,923,537","13,265,921"
1784.0,Drake - Digital Dash||../track/0GR7iJLhj80KD5LkA14ZRn.html,6.0,,85.0,,"2,717,313","13,263,437"
1785.0,BTS - IDOL||../track/2AIWoHr9DF6y4KALCBKWQS.html,2.0,,50.0,,"8,513,435","13,239,450"
1786.0,J. Cole - Foldin Clothes||../track/77IAeEz8LEchPN8UNjaTJ2.html,2.0,,34.0,,"9,711,663","13,233,204"
1787.0,Olly Murs - You Don't Know Love||../track/3Iyzdie1LZW22Z9S2hIvHl.html,6.0,,168.0,,"2,331,770","13,232,594"
1788.0,Major Lazer - Boom||../track/6dLLEE96JRnX1ngkL77yiA.html,6.0,,156.0,,"2,416,031","13,195,181"
1789.0,Drake - Since Way Back||../track/5JUu0unA8VwhTZ9LkMWUVI.html,2.0,,72.0,,"8,358,760","13,191,272"
1790.0,Justin Bieber - All In It||../track/4kP50JQmyFrl9pLSmnFPZr.html,5.0,,75.0,,"4,174,683","13,163,714"
1791.0,Ariana Grande - pete davidson||../track/0XOnMqLQDO89iAg7dWWwnG.html,2.0,,52.0,,"8,723,515","13,150,600"
1792.0,One Direction - A.M.||../track/5omYVLodGmaxnhua99xIE8.html,4.0,,48.0,,"5,664,181","13,035,397"
1793.0,Rae Sremmurd - Throw Sum Mo||../track/5uqphUYsR45kPYplrYSAQh.html,11.0,,99.0,,"1,978,100","12,994,341"
1794.0,Macklemore & Ryan Lewis - Same Love||../track/6IFa4RUo2iM5L33Hkx82lr.html,9.0,,25.0,,"1,719,237","12,990,482"
1795.0,J. Cole - 4 Your Eyez Only||../track/1vvnYpYEMVB4aq9I6tHIEB.html,2.0,,36.0,,"9,455,773","12,973,238"
1796.0,Imagine Dragons - Shots||../track/6fM3f2FhAR0UqqrhuW1EXy.html,8.0,,100.0,,"2,192,290","12,965,053"
1797.0,Maroon 5 - It Was Always You||../track/7GMeRGZax4uDKgz6wALWQw.html,7.0,,42.0,,"3,010,512","12,955,909"
1798.0,XXXTENTACION - I don’t even speak spanish lol||../track/14boA065HMHWvqyPPEeN4y.html,2.0,,63.0,,"7,887,553","12,918,082"
1799.0,Capital Bra - Prinzessa||../track/7r55d7IhAj5UGKiYbXBwRP.html,2.0,,84.0,,"7,213,616","12,876,778"
1800.0,Mason Ramsey - Famous||../track/2HGymMoOdB4ZYv0AAqYmgF.html,2.0,,85.0,,"7,240,523","12,863,766"
1801.0,Rita Ora - Poison||../track/73ucpKq91TuejrLHgzDNHK.html,7.0,,69.0,,"2,802,666","12,844,876"
1802.0,Lil Peep - Save That Shit||../track/6sn8WaooLLVhQvU96wtEAm.html,3.0,,97.0,,"5,407,284","12,842,499"
1803.0,Rudimental - Sun Comes Up||../track/6SUocL0caib4mLHe8ZrZzi.html,4.0,,170.0,,"3,304,099","12,833,526"
1804.0,Drake - No Tellin'||../track/6xewr95ICoIUeNO5O4MJDl.html,7.0,,48.0,,"3,437,523","12,828,326"
1805.0,Queen - Thank God It's Christmas - Non-Album Single||../track/3AymrUApW5JKKaNrHQhcBG.html,2.0,,86.0,,"8,425,680","12,771,370"
1806.0,Pitbull - We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song]||../track/4pn0G7yHNfTgRYRWca8gYA.html,5.0,,32.0,,"2,977,783","12,754,745"
1807.0,Iggy Azalea - Fancy||../track/3sP10QGbhzgW966egoIjcA.html,4.0,,43.0,,"3,428,102","12,743,766"
1808.0,Bryant Myers - Tanta Falta||../track/0sPTfDSZgE3KvcvqaKPtEx.html,3.0,,168.0,,"4,394,994","12,731,471"
1809.0,Twenty One Pilots - Morph||../track/01vv2AjxgP4uUyb8waYO5Y.html,2.0,,63.0,,"8,522,626","12,618,211"
1810.0,Seeb - What Do You Love||../track/0h4FK0CnlZ3oJnZ6quEk1P.html,5.0,,135.0,,"2,845,639","12,604,589"
1811.0,Chance The Rapper - I Might Need Security||../track/3EApebexZ7YqDIqw2EMTDh.html,2.0,,58.0,,"8,221,827","12,601,804"
1812.0,Marília Mendonça - Ciumeira - Ao Vivo||../track/2H1liABu20HXBOmbt5SQz1.html,3.0,,168.0,,"4,279,596","12,590,620"
1813.0,Young Thug - Chanel (Go Get It)||../track/0kCBorRrKZkSztd9m0QI3r.html,3.0,,155.0,,"4,474,120","12,584,012"
1814.0,"*NSYNC - Merry Christmas, Happy Holidays||../track/15coTBAzEN1bOeipoNDZAR.html",3.0,,142.0,,"6,340,719","12,478,080"
1815.0,John Legend - All of Me||../track/6Vvqi6jfQssYpdvAWpQSMJ.html,3.0,,31.0,,"4,209,858","12,456,866"
1816.0,MERO - Baller los||../track/1IPRghUN3LFPNbCTsfBJx9.html,2.0,,96.0,,"6,741,201","12,435,927"
1817.0,Rudimental - Let Me Live||../track/3D1rlKmZdpYUeMtRRLNawc.html,3.0,,160.0,,"4,459,041","12,428,973"
1818.0,The Avener & Phoebe Killdeer - Fade Out Lines - The Avener Rework||../track/6Un6kjADPaylQqaRIbpLWE.html,9.0,,98.0,,"2,013,563","12,363,910"
1819.0,Drake - 6 God||../track/3a8tAZFJxlmBwOtrf5L1oC.html,6.0,,49.0,,"3,351,665","12,342,073"
1820.0,Thomas Rhett - Craving You||../track/6zLdXcmvIxnAXpz9sXFnIE.html,4.0,,173.0,,"3,282,546","12,330,043"
1821.0,Martin Garrix - Animals||../track/5fHmnwcuWXBj2sHJZd4NGx.html,6.0,,17.0,,"2,312,424","12,303,018"
1822.0,Twenty One Pilots - Cancer||../track/19W5OTEcQI3ZoRW1HERMyy.html,4.0,,86.0,,"4,154,489","12,260,215"
1823.0,Drake - Keep The Family Close||../track/0AAyo5bMIVgVxv9DF6XV2B.html,4.0,,72.0,,"4,577,176","12,258,928"
1824.0,Leona Lewis - One More Sleep||../track/78pn8k7RogKo2oxl0DyX6d.html,2.0,,117.0,,"7,224,366","12,254,667"
1825.0,Dan + Shay - Tequila||../track/42fw0rxRO2xbesF6mJfd4Y.html,3.0,,179.0,,"4,364,020","12,224,706"
1826.0,Banks - Beggin For Thread||../track/705nCbWCo1geLjX6T6P24u.html,9.0,,106.0,,"1,651,252","12,197,929"
1827.0,BTS - The Truth Untold||../track/48XfojJC87VKLlUotYV0Gm.html,2.0,,60.0,,"7,777,219","12,177,520"
1828.0,DJ Khaled - To the Max||../track/3pC1ILr9KzmQLMe8Kn5QBG.html,2.0,,55.0,,"7,833,443","12,141,803"
1829.0,Kanye West - Real Friends||../track/0HDdyhtep8nLbCbcjFNlcz.html,4.0,,68.0,,"4,248,774","12,122,370"
1830.0,XXXTENTACION - Sauce!||../track/3jq1RpStaB1YGyN3rRZGca.html,2.0,,81.0,,"7,263,382","12,091,872"
1831.0,Smokepurpp - Nephew||../track/0ibOcbkp2XG46Do8jcy0bL.html,3.0,,179.0,,"4,062,276","12,077,969"
1832.0,Tayler Buono - Technically Single||../track/6lDx96uizO7bKiytk0t6KU.html,5.0,,147.0,,"2,520,661","12,046,955"
1833.0,Logic - One Day||../track/6e2PtJYcltVk76nLwxBzRn.html,2.0,,66.0,,"7,421,692","12,028,367"
1834.0,Sam Hunt - Break Up In A Small Town||../track/7aftSOGSOpSoIlVAQVBb71.html,6.0,,118.0,,"2,134,557","12,010,999"
1835.0,Drake - Redemption||../track/6qGgrhiZ20Qrir3MNGUJq4.html,4.0,,82.0,,"4,032,182","12,010,749"
1836.0,Drake - Weston Road Flows||../track/0P7HlSwSY8mJCWIk4yunb0.html,4.0,,76.0,,"4,308,751","12,003,640"
1837.0,Cardi B - Best Life||../track/00B7TZ0Xawar6NZ00JFomN.html,2.0,,75.0,,"7,241,438","11,985,346"
1838.0,Migos - Kelly Price||../track/204U3zjm9kkzX25Pr4Rdld.html,3.0,,101.0,,"4,579,765","11,984,167"
1839.0,Diplo - Get It Right||../track/68m6iwhKElLTBaGRG1LLwE.html,3.0,,143.0,,"4,310,692","11,945,548"
1840.0,Contiez - Trumpsta - Djuro Remix||../track/6w2A10HCO5nhBCaNLk4aS2.html,10.0,,31.0,,"1,349,986","11,923,066"
1841.0,Anitta - Indecente||../track/5FOCkGt7bp22nBVfQ4WSIT.html,3.0,,147.0,,"4,343,129","11,902,809"
1842.0,Hunter Hayes - 21||../track/4amvcCLMlTiU6mQfwFGRl8.html,9.0,,121.0,,"1,837,538","11,895,050"
1843.0,Drake - Scholarships||../track/0B5OTb36fzLayn6XQHg5A1.html,6.0,,97.0,,"2,415,422","11,812,242"
1844.0,Cardi B - Bickenhead||../track/17Yq72h0p15OhCbZ5lJ5gd.html,2.0,,78.0,,"7,135,110","11,802,101"
1845.0,Wiz Khalifa - We Dem Boyz||../track/72EngNlhSiPugQCQniZ0fY.html,11.0,,116.0,,"1,220,270","11,788,333"
1846.0,Eminem - Survival||../track/6iVRoBnBCakPVqSNGRshSL.html,7.0,,16.0,,"2,440,282","11,717,925"
1847.0,Sebastian Yatra - Un Año||../track/5BDP2tky8oMQJPS33frKVp.html,2.0,,86.0,,"6,986,084","11,693,725"
1848.0,Alesso - Is That For Me||../track/2KwojFDebQV4J2b0JMRR5Q.html,3.0,,121.0,,"4,562,946","11,685,504"
1849.0,Zara Larsson - So Good||../track/2cP2Xlw6ZbuQgIOs0Cn0yu.html,3.0,,90.0,,"4,900,683","11,630,500"
